KCPL,DateTime,DayOfWeek,Year,Quarter,IsWeekend,Month,DayNumber_Year,DayNumber_Week,DayOfYear,Hour,Minute,WeekNumber,temperature_f,weather_code
2024.031667,2015-01-01 07:00:00,Thursday,2015,1,0,1,1,3,1,7,0,1,25.0691,1
1994.646167,2015-01-01 08:00:00,Thursday,2015,1,0,1,1,3,1,8,0,1,25.4291,1
1976.253083,2015-01-01 09:00:00,Thursday,2015,1,0,1,1,3,1,9,0,1,25.1591,1
1961.418333,2015-01-01 10:00:00,Thursday,2015,1,0,1,1,3,1,10,0,1,23.809101,0
1965.44325,2015-01-01 11:00:00,Thursday,2015,1,0,1,1,3,1,11,0,1,20.6591,1
2004.64425,2015-01-01 12:00:00,Thursday,2015,1,0,1,1,3,1,12,0,1,18.8591,0
2042.558,2015-01-01 13:00:00,Thursday,2015,1,0,1,1,3,1,13,0,1,17.4191,0
2051.0815,2015-01-01 14:00:00,Thursday,2015,1,0,1,1,3,1,14,0,1,14.719099,0
2033.29025,2015-01-01 15:00:00,Thursday,2015,1,0,1,1,3,1,15,0,1,10.8491,0
2041.120417,2015-01-01 16:00:00,Thursday,2015,1,0,1,1,3,1,16,0,1,7.4291,0
2002.190167,2015-01-01 17:00:00,Thursday,2015,1,0,1,1,3,1,17,0,1,5.5390987,0
1976.567833,2015-01-01 18:00:00,Thursday,2015,1,0,1,1,3,1,18,0,1,3.9191017,0
1946.020917,2015-01-01 19:00:00,Thursday,2015,1,0,1,1,3,1,19,0,1,2.6590977,0
1922.3065,2015-01-01 20:00:00,Thursday,2015,1,0,1,1,3,1,20,0,1,1.759098,0
1903.512167,2015-01-01 21:00:00,Thursday,2015,1,0,1,1,3,1,21,0,1,0.8590965,0
1926.05,2015-01-01 22:00:00,Thursday,2015,1,0,1,1,3,1,22,0,1,0.13909912,0
1986.015167,2015-01-01 23:00:00,Thursday,2015,1,0,1,1,3,1,23,0,1,-0.4009018,0
2129.975583,2015-01-02 00:00:00,Friday,2015,1,0,1,2,4,2,0,0,1,-0.85089874,0
2144.1575,2015-01-02 01:00:00,Friday,2015,1,0,1,2,4,2,1,0,1,-1.5709,0
2115.598917,2015-01-02 02:00:00,Friday,2015,1,0,1,2,4,2,2,0,1,0.13909912,0
2074.346417,2015-01-02 03:00:00,Friday,2015,1,0,1,2,4,2,3,0,1,6.889099,0
2005.669,2015-01-02 04:00:00,Friday,2015,1,0,1,2,4,2,4,0,1,14.2691,0
1907.306083,2015-01-02 05:00:00,Friday,2015,1,0,1,2,4,2,5,0,1,18.8591,0
1809.95025,2015-01-02 06:00:00,Friday,2015,1,0,1,2,4,2,6,0,1,21.1091,0
1737.73875,2015-01-02 07:00:00,Friday,2015,1,0,1,2,4,2,7,0,1,21.9191,0
1694.097,2015-01-02 08:00:00,Friday,2015,1,0,1,2,4,2,8,0,1,22.6391,0
1676.03725,2015-01-02 09:00:00,Friday,2015,1,0,1,2,4,2,9,0,1,22.4591,0
1676.985083,2015-01-02 10:00:00,Friday,2015,1,0,1,2,4,2,10,0,1,20.2091,0
1710.497917,2015-01-02 11:00:00,Friday,2015,1,0,1,2,4,2,11,0,1,16.1591,0
1802.315333,2015-01-02 12:00:00,Friday,2015,1,0,1,2,4,2,12,0,1,12.559101,0
1923.744917,2015-01-02 13:00:00,Friday,2015,1,0,1,2,4,2,13,0,1,10.129101,0
2011.952583,2015-01-02 14:00:00,Friday,2015,1,0,1,2,4,2,14,0,1,8.5091,0
2025.500917,2015-01-02 15:00:00,Friday,2015,1,0,1,2,4,2,15,0,1,7.3391,0
2042.388333,2015-01-02 16:00:00,Friday,2015,1,0,1,2,4,2,16,0,1,6.5291004,0
2036.474833,2015-01-02 17:00:00,Friday,2015,1,0,1,2,4,2,17,0,1,5.8990993,0
2011.319417,2015-01-02 18:00:00,Friday,2015,1,0,1,2,4,2,18,0,1,5.0891,0
1982.25975,2015-01-02 19:00:00,Friday,2015,1,0,1,2,4,2,19,0,1,3.9191017,0
1978.806833,2015-01-02 20:00:00,Friday,2015,1,0,1,2,4,2,20,0,1,2.929102,0
1976.459167,2015-01-02 21:00:00,Friday,2015,1,0,1,2,4,2,21,0,1,2.299099,0
1985.706583,2015-01-02 22:00:00,Friday,2015,1,0,1,2,4,2,22,0,1,2.0291023,0
2033.121833,2015-01-02 23:00:00,Friday,2015,1,0,1,2,4,2,23,0,1,2.0291023,0
2152.555,2015-01-03 00:00:00,Saturday,2015,1,0,1,3,5,3,0,0,1,1.9390984,0
2126.149917,2015-01-03 01:00:00,Saturday,2015,1,0,1,3,5,3,1,0,1,1.6691017,0
2073.964167,2015-01-03 02:00:00,Saturday,2015,1,0,1,3,5,3,2,0,1,3.559101,0
2025.44975,2015-01-03 03:00:00,Saturday,2015,1,0,1,3,5,3,3,0,1,10.5791,0
1957.119667,2015-01-03 04:00:00,Saturday,2015,1,0,1,3,5,3,4,0,1,19.7591,0
1861.60225,2015-01-03 05:00:00,Saturday,2015,1,0,1,3,5,3,5,0,1,25.9691,0
1757.317333,2015-01-03 06:00:00,Saturday,2015,1,0,1,3,5,3,6,0,1,29.2091,0
1686.135833,2015-01-03 07:00:00,Saturday,2015,1,0,1,3,5,3,7,0,1,30.7391,0
1637.675,2015-01-03 08:00:00,Saturday,2015,1,0,1,3,5,3,8,0,1,31.1891,0
1613.436583,2015-01-03 09:00:00,Saturday,2015,1,0,1,3,5,3,9,0,1,30.3791,1
1608.859,2015-01-03 10:00:00,Saturday,2015,1,0,1,3,5,3,10,0,1,27.8591,1
1624.3,2015-01-03 11:00:00,Saturday,2015,1,0,1,3,5,3,11,0,1,23.2691,2
1669.04375,2015-01-03 12:00:00,Saturday,2015,1,0,1,3,5,3,12,0,1,18.8591,2
1735.12775,2015-01-03 13:00:00,Saturday,2015,1,0,1,3,5,3,13,0,1,15.3491,3
1811.7825,2015-01-03 14:00:00,Saturday,2015,1,0,1,3,5,3,14,0,1,13.2791,3
1841.01125,2015-01-03 15:00:00,Saturday,2015,1,0,1,3,5,3,15,0,1,11.6591,3
1895.16725,2015-01-03 16:00:00,Saturday,2015,1,0,1,3,5,3,16,0,1,9.8591,3
1913.816833,2015-01-03 17:00:00,Saturday,2015,1,0,1,3,5,3,17,0,1,8.689098,3
1897.999417,2015-01-03 18:00:00,Saturday,2015,1,0,1,3,5,3,18,0,1,7.6991005,3
1870.81475,2015-01-03 19:00:00,Saturday,2015,1,0,1,3,5,3,19,0,1,8.5091,3
1835.540917,2015-01-03 20:00:00,Saturday,2015,1,0,1,3,5,3,20,0,1,9.4091,3
1806.10275,2015-01-03 21:00:00,Saturday,2015,1,0,1,3,5,3,21,0,1,9.8591,3
1800.128,2015-01-03 22:00:00,Saturday,2015,1,0,1,3,5,3,22,0,1,10.129101,71
1845.316667,2015-01-03 23:00:00,Saturday,2015,1,0,1,3,5,3,23,0,1,10.039099,71
1993.067833,2015-01-04 00:00:00,Sunday,2015,1,1,1,4,6,4,0,0,1,10.129101,71
2004.955,2015-01-04 01:00:00,Sunday,2015,1,1,1,4,6,4,1,0,1,9.9491005,71
1978.338833,2015-01-04 02:00:00,Sunday,2015,1,1,1,4,6,4,2,0,1,10.399099,71
1957.48225,2015-01-04 03:00:00,Sunday,2015,1,1,1,4,6,4,3,0,1,13.9991,2
1921.920083,2015-01-04 04:00:00,Sunday,2015,1,1,1,4,6,4,4,0,1,18.4091,3
1876.873667,2015-01-04 05:00:00,Sunday,2015,1,1,1,4,6,4,5,0,1,20.6591,3
1834.235667,2015-01-04 06:00:00,Sunday,2015,1,1,1,4,6,4,6,0,1,21.9191,3
1834.21325,2015-01-04 07:00:00,Sunday,2015,1,1,1,4,6,4,7,0,1,22.8191,3
1841.762667,2015-01-04 08:00:00,Sunday,2015,1,1,1,4,6,4,8,0,1,22.279099,3
1853.467167,2015-01-04 09:00:00,Sunday,2015,1,1,1,4,6,4,9,0,1,20.6591,3
1883.914417,2015-01-04 10:00:00,Sunday,2015,1,1,1,4,6,4,10,0,1,18.049099,3
1925.711917,2015-01-04 11:00:00,Sunday,2015,1,1,1,4,6,4,11,0,1,15.0791,3
1982.671833,2015-01-04 12:00:00,Sunday,2015,1,1,1,4,6,4,12,0,1,13.0991,3
2059.043833,2015-01-04 13:00:00,Sunday,2015,1,1,1,4,6,4,13,0,1,11.9291,3
2138.852583,2015-01-04 14:00:00,Sunday,2015,1,1,1,4,6,4,14,0,1,11.119099,3
2180.935583,2015-01-04 15:00:00,Sunday,2015,1,1,1,4,6,4,15,0,1,10.399099,3
2183.124833,2015-01-04 16:00:00,Sunday,2015,1,1,1,4,6,4,16,0,1,9.049099,2
2183.078417,2015-01-04 17:00:00,Sunday,2015,1,1,1,4,6,4,17,0,1,7.7890987,2
2182.596167,2015-01-04 18:00:00,Sunday,2015,1,1,1,4,6,4,18,0,1,6.7091007,2
2172.182583,2015-01-04 19:00:00,Sunday,2015,1,1,1,4,6,4,19,0,1,4.7290993,2
2137.561083,2015-01-04 20:00:00,Sunday,2015,1,1,1,4,6,4,20,0,1,4.7290993,3
2100.082833,2015-01-04 21:00:00,Sunday,2015,1,1,1,4,6,4,21,0,1,4.7290993,3
2101.001917,2015-01-04 22:00:00,Sunday,2015,1,1,1,4,6,4,22,0,1,3.9191017,3
2152.4695,2015-01-04 23:00:00,Sunday,2015,1,1,1,4,6,4,23,0,1,3.2890987,3
2361.247917,2015-01-05 00:00:00,Monday,2015,1,0,1,5,0,5,0,0,2,2.6590977,3
2442.3665,2015-01-05 01:00:00,Monday,2015,1,0,1,5,0,5,1,0,2,2.299099,3
2433.393583,2015-01-05 02:00:00,Monday,2015,1,0,1,5,0,5,2,0,2,3.1991005,3
2397.38275,2015-01-05 03:00:00,Monday,2015,1,0,1,5,0,5,3,0,2,6.9790993,3
2332.303417,2015-01-05 04:00:00,Monday,2015,1,0,1,5,0,5,4,0,2,12.289099,3
2224.125333,2015-01-05 05:00:00,Monday,2015,1,0,1,5,0,5,5,0,2,15.3491,3
2131.063333,2015-01-05 06:00:00,Monday,2015,1,0,1,5,0,5,6,0,2,17.1491,3
2081.693083,2015-01-05 07:00:00,Monday,2015,1,0,1,5,0,5,7,0,2,18.8591,3
2057.034333,2015-01-05 08:00:00,Monday,2015,1,0,1,5,0,5,8,0,2,19.1291,3
2048.103833,2015-01-05 09:00:00,Monday,2015,1,0,1,5,0,5,9,0,2,18.6791,3
2055.07225,2015-01-05 10:00:00,Monday,2015,1,0,1,5,0,5,10,0,2,17.3291,3
2101.016833,2015-01-05 11:00:00,Monday,2015,1,0,1,5,0,5,11,0,2,15.439098,3
2219.192083,2015-01-05 12:00:00,Monday,2015,1,0,1,5,0,5,12,0,2,13.729099,3
2415.901667,2015-01-05 13:00:00,Monday,2015,1,0,1,5,0,5,13,0,2,11.8391,3
2534.257833,2015-01-05 14:00:00,Monday,2015,1,0,1,5,0,5,14,0,2,10.039099,3
2486.480917,2015-01-05 15:00:00,Monday,2015,1,0,1,5,0,5,15,0,2,8.5091,3
2437.997333,2015-01-05 16:00:00,Monday,2015,1,0,1,5,0,5,16,0,2,7.2490997,3
2403.566833,2015-01-05 17:00:00,Monday,2015,1,0,1,5,0,5,17,0,2,6.1691017,3
2384.231667,2015-01-05 18:00:00,Monday,2015,1,0,1,5,0,5,18,0,2,5.629099,3
2368.012333,2015-01-05 19:00:00,Monday,2015,1,0,1,5,0,5,19,0,2,4.639099,2
2346.49975,2015-01-05 20:00:00,Monday,2015,1,0,1,5,0,5,20,0,2,3.0191002,1
2337.569333,2015-01-05 21:00:00,Monday,2015,1,0,1,5,0,5,21,0,2,1.4890995,0
2342.18775,2015-01-05 22:00:00,Monday,2015,1,0,1,5,0,5,22,0,2,0.40909767,0
2379.183,2015-01-05 23:00:00,Monday,2015,1,0,1,5,0,5,23,0,2,-0.49090195,0
2510.640583,2015-01-06 00:00:00,Tuesday,2015,1,0,1,6,1,6,0,0,2,-1.1208992,0
2492.11275,2015-01-06 01:00:00,Tuesday,2015,1,0,1,6,1,6,1,0,2,-1.030899,0
2393.763083,2015-01-06 02:00:00,Tuesday,2015,1,0,1,6,1,6,2,0,2,1.3090973,0
2312.611,2015-01-06 03:00:00,Tuesday,2015,1,0,1,6,1,6,3,0,2,7.3391,0
2261.3965,2015-01-06 04:00:00,Tuesday,2015,1,0,1,6,1,6,4,0,2,13.639099,2
2111.998167,2015-01-06 05:00:00,Tuesday,2015,1,0,1,6,1,6,5,0,2,17.5991,2
1965.83525,2015-01-06 06:00:00,Tuesday,2015,1,0,1,6,1,6,6,0,2,19.219099,2
1888.972,2015-01-06 07:00:00,Tuesday,2015,1,0,1,6,1,6,7,0,2,19.6691,1
1859.92725,2015-01-06 08:00:00,Tuesday,2015,1,0,1,6,1,6,8,0,2,20.5691,1
1858.719167,2015-01-06 09:00:00,Tuesday,2015,1,0,1,6,1,6,9,0,2,20.9291,0
1878.928,2015-01-06 10:00:00,Tuesday,2015,1,0,1,6,1,6,10,0,2,19.0391,0
1941.87725,2015-01-06 11:00:00,Tuesday,2015,1,0,1,6,1,6,11,0,2,14.899099,0
2078.282,2015-01-06 12:00:00,Tuesday,2015,1,0,1,6,1,6,12,0,2,11.0291,1
2290.228167,2015-01-06 13:00:00,Tuesday,2015,1,0,1,6,1,6,13,0,2,7.879101,0
2417.582917,2015-01-06 14:00:00,Tuesday,2015,1,0,1,6,1,6,14,0,2,5.5390987,1
2385.020917,2015-01-06 15:00:00,Tuesday,2015,1,0,1,6,1,6,15,0,2,4.0991,2
2333.452417,2015-01-06 16:00:00,Tuesday,2015,1,0,1,6,1,6,16,0,2,3.1991005,2
2291.944083,2015-01-06 17:00:00,Tuesday,2015,1,0,1,6,1,6,17,0,2,2.1191006,1
2251.80125,2015-01-06 18:00:00,Tuesday,2015,1,0,1,6,1,6,18,0,2,1.0390987,1
2229.190667,2015-01-06 19:00:00,Tuesday,2015,1,0,1,6,1,6,19,0,2,-0.67089844,1
2183.058,2015-01-06 20:00:00,Tuesday,2015,1,0,1,6,1,6,20,0,2,-1.2108994,1
2140.392667,2015-01-06 21:00:00,Tuesday,2015,1,0,1,6,1,6,21,0,2,-1.5709,1
2137.38675,2015-01-06 22:00:00,Tuesday,2015,1,0,1,6,1,6,22,0,2,-1.7509003,2
2177.189667,2015-01-06 23:00:00,Tuesday,2015,1,0,1,6,1,6,23,0,2,-2.1109009,2
2342.424833,2015-01-07 00:00:00,Wednesday,2015,1,0,1,7,2,7,0,0,2,-2.5609016,1
2399.146,2015-01-07 01:00:00,Wednesday,2015,1,0,1,7,2,7,1,0,2,-3.1008987,0
2374.917583,2015-01-07 02:00:00,Wednesday,2015,1,0,1,7,2,7,2,0,2,-2.1109009,0
2341.79075,2015-01-07 03:00:00,Wednesday,2015,1,0,1,7,2,7,3,0,2,3.1090965,0
2266.87325,2015-01-07 04:00:00,Wednesday,2015,1,0,1,7,2,7,4,0,2,9.9491005,0
2155.044917,2015-01-07 05:00:00,Wednesday,2015,1,0,1,7,2,7,5,0,2,12.9191,0
2063.958667,2015-01-07 06:00:00,Wednesday,2015,1,0,1,7,2,7,6,0,2,14.719099,0
2016.2805,2015-01-07 07:00:00,Wednesday,2015,1,0,1,7,2,7,7,0,2,15.979099,0
2017.70025,2015-01-07 08:00:00,Wednesday,2015,1,0,1,7,2,7,8,0,2,17.059101,0
2028.486167,2015-01-07 09:00:00,Wednesday,2015,1,0,1,7,2,7,9,0,2,17.059101,0
2058.773333,2015-01-07 10:00:00,Wednesday,2015,1,0,1,7,2,7,10,0,2,15.5291,0
2130.896833,2015-01-07 11:00:00,Wednesday,2015,1,0,1,7,2,7,11,0,2,12.8291,1
2260.053583,2015-01-07 12:00:00,Wednesday,2015,1,0,1,7,2,7,12,0,2,10.4890995,1
2479.637917,2015-01-07 13:00:00,Wednesday,2015,1,0,1,7,2,7,13,0,2,9.049099,1
2630.598,2015-01-07 14:00:00,Wednesday,2015,1,0,1,7,2,7,14,0,2,7.969099,0
2626.917583,2015-01-07 15:00:00,Wednesday,2015,1,0,1,7,2,7,15,0,2,6.1691017,0
2629.74475,2015-01-07 16:00:00,Wednesday,2015,1,0,1,7,2,7,16,0,2,3.3791008,0
2595.372667,2015-01-07 17:00:00,Wednesday,2015,1,0,1,7,2,7,17,0,2,0.5890999,0
2569.052417,2015-01-07 18:00:00,Wednesday,2015,1,0,1,7,2,7,18,0,2,-0.9409027,0
2547.700167,2015-01-07 19:00:00,Wednesday,2015,1,0,1,7,2,7,19,0,2,-2.5609016,0
2510.496,2015-01-07 20:00:00,Wednesday,2015,1,0,1,7,2,7,20,0,2,-4.0009003,0
2462.846583,2015-01-07 21:00:00,Wednesday,2015,1,0,1,7,2,7,21,0,2,-5.0808983,0
2440.387667,2015-01-07 22:00:00,Wednesday,2015,1,0,1,7,2,7,22,0,2,-5.8008995,0
2490.512667,2015-01-07 23:00:00,Wednesday,2015,1,0,1,7,2,7,23,0,2,-6.2509003,0
2682.88075,2015-01-08 00:00:00,Thursday,2015,1,0,1,8,3,8,0,0,2,-6.520897,0
2755.482167,2015-01-08 01:00:00,Thursday,2015,1,0,1,8,3,8,1,0,2,-6.9708977,1
2735.708,2015-01-08 02:00:00,Thursday,2015,1,0,1,8,3,8,2,0,2,-5.2609024,1
2695.528,2015-01-08 03:00:00,Thursday,2015,1,0,1,8,3,8,3,0,2,1.5791016,1
2602.682667,2015-01-08 04:00:00,Thursday,2015,1,0,1,8,3,8,4,0,2,8.5991,1
2459.740417,2015-01-08 05:00:00,Thursday,2015,1,0,1,8,3,8,5,0,2,11.6591,2
2360.04175,2015-01-08 06:00:00,Thursday,2015,1,0,1,8,3,8,6,0,2,13.369099,2
2309.273917,2015-01-08 07:00:00,Thursday,2015,1,0,1,8,3,8,7,0,2,14.629101,2
2294.154333,2015-01-08 08:00:00,Thursday,2015,1,0,1,8,3,8,8,0,2,15.2591,1
2301.091,2015-01-08 09:00:00,Thursday,2015,1,0,1,8,3,8,9,0,2,15.5291,0
2323.898,2015-01-08 10:00:00,Thursday,2015,1,0,1,8,3,8,10,0,2,14.2691,0
2360.060667,2015-01-08 11:00:00,Thursday,2015,1,0,1,8,3,8,11,0,2,11.9291,0
2461.474167,2015-01-08 12:00:00,Thursday,2015,1,0,1,8,3,8,12,0,2,9.6791,0
2635.954167,2015-01-08 13:00:00,Thursday,2015,1,0,1,8,3,8,13,0,2,7.5191,0
2737.1295,2015-01-08 14:00:00,Thursday,2015,1,0,1,8,3,8,14,0,2,5.0891,0
2685.973417,2015-01-08 15:00:00,Thursday,2015,1,0,1,8,3,8,15,0,2,2.929102,0
2679.491417,2015-01-08 16:00:00,Thursday,2015,1,0,1,8,3,8,16,0,2,0.9491005,0
2676.949583,2015-01-08 17:00:00,Thursday,2015,1,0,1,8,3,8,17,0,2,-0.67089844,0
2631.90175,2015-01-08 18:00:00,Thursday,2015,1,0,1,8,3,8,18,0,2,-2.020897,0
2564.637,2015-01-08 19:00:00,Thursday,2015,1,0,1,8,3,8,19,0,2,-3.0109024,0
2446.519333,2015-01-08 20:00:00,Thursday,2015,1,0,1,8,3,8,20,0,2,-3.8209,1
2354.41475,2015-01-08 21:00:00,Thursday,2015,1,0,1,8,3,8,21,0,2,-4.1809006,1
2324.247417,2015-01-08 22:00:00,Thursday,2015,1,0,1,8,3,8,22,0,2,-4.270897,1
2354.285333,2015-01-08 23:00:00,Thursday,2015,1,0,1,8,3,8,23,0,2,-4.1809006,1
2472.876333,2015-01-09 00:00:00,Friday,2015,1,0,1,9,4,9,0,0,2,-3.4608994,2
2463.503167,2015-01-09 01:00:00,Friday,2015,1,0,1,9,4,9,1,0,2,-3.9109,1
2404.139833,2015-01-09 02:00:00,Friday,2015,1,0,1,9,4,9,2,0,2,-2.4708977,1
2361.286333,2015-01-09 03:00:00,Friday,2015,1,0,1,9,4,9,3,0,2,3.8290977,1
2292.05175,2015-01-09 04:00:00,Friday,2015,1,0,1,9,4,9,4,0,2,10.7591,1
2183.764,2015-01-09 05:00:00,Friday,2015,1,0,1,9,4,9,5,0,2,14.809101,0
2093.045833,2015-01-09 06:00:00,Friday,2015,1,0,1,9,4,9,6,0,2,16.8791,0
2054.522917,2015-01-09 07:00:00,Friday,2015,1,0,1,9,4,9,7,0,2,18.2291,0
2056.214667,2015-01-09 08:00:00,Friday,2015,1,0,1,9,4,9,8,0,2,19.0391,0
2066.755917,2015-01-09 09:00:00,Friday,2015,1,0,1,9,4,9,9,0,2,19.0391,0
2093.441917,2015-01-09 10:00:00,Friday,2015,1,0,1,9,4,9,10,0,2,17.5091,0
2134.516,2015-01-09 11:00:00,Friday,2015,1,0,1,9,4,9,11,0,2,14.1791,0
2241.696583,2015-01-09 12:00:00,Friday,2015,1,0,1,9,4,9,12,0,2,10.309101,0
2448.212667,2015-01-09 13:00:00,Friday,2015,1,0,1,9,4,9,13,0,2,7.2490997,0
2563.468917,2015-01-09 14:00:00,Friday,2015,1,0,1,9,4,9,14,0,2,4.9990997,0
2501.561167,2015-01-09 15:00:00,Friday,2015,1,0,1,9,4,9,15,0,2,2.929102,0
2458.888333,2015-01-09 16:00:00,Friday,2015,1,0,1,9,4,9,16,0,2,1.219101,0
2430.853833,2015-01-09 17:00:00,Friday,2015,1,0,1,9,4,9,17,0,2,-0.31090164,0
2372.537167,2015-01-09 18:00:00,Friday,2015,1,0,1,9,4,9,18,0,2,-1.4808998,0
2317.450417,2015-01-09 19:00:00,Friday,2015,1,0,1,9,4,9,19,0,2,-2.4708977,0
2275.078917,2015-01-09 20:00:00,Friday,2015,1,0,1,9,4,9,20,0,2,-3.3708992,0
2220.610417,2015-01-09 21:00:00,Friday,2015,1,0,1,9,4,9,21,0,2,-4.1809006,0
2191.072083,2015-01-09 22:00:00,Friday,2015,1,0,1,9,4,9,22,0,2,-4.900902,0
2219.377333,2015-01-09 23:00:00,Friday,2015,1,0,1,9,4,9,23,0,2,-5.530899,0
2375.207583,2015-01-10 00:00:00,Saturday,2015,1,0,1,10,5,10,0,0,2,-6.0709,0
2425.143333,2015-01-10 01:00:00,Saturday,2015,1,0,1,10,5,10,1,0,2,-6.2509003,0
2402.273833,2015-01-10 02:00:00,Saturday,2015,1,0,1,10,5,10,2,0,2,-4.270897,0
2376.288583,2015-01-10 03:00:00,Saturday,2015,1,0,1,10,5,10,3,0,2,3.3791008,0
2335.315167,2015-01-10 04:00:00,Saturday,2015,1,0,1,10,5,10,4,0,2,12.289099,0
2256.644417,2015-01-10 05:00:00,Saturday,2015,1,0,1,10,5,10,5,0,2,17.3291,0
2169.393417,2015-01-10 06:00:00,Saturday,2015,1,0,1,10,5,10,6,0,2,19.5791,0
2101.5355,2015-01-10 07:00:00,Saturday,2015,1,0,1,10,5,10,7,0,2,20.299099,0
2074.25875,2015-01-10 08:00:00,Saturday,2015,1,0,1,10,5,10,8,0,2,20.8391,0
2065.59175,2015-01-10 09:00:00,Saturday,2015,1,0,1,10,5,10,9,0,2,20.8391,0
2074.85625,2015-01-10 10:00:00,Saturday,2015,1,0,1,10,5,10,10,0,2,19.6691,0
2093.851417,2015-01-10 11:00:00,Saturday,2015,1,0,1,10,5,10,11,0,2,16.969099,0
2134.270833,2015-01-10 12:00:00,Saturday,2015,1,0,1,10,5,10,12,0,2,14.809101,0
2202.5315,2015-01-10 13:00:00,Saturday,2015,1,0,1,10,5,10,13,0,2,11.9291,0
2254.318417,2015-01-10 14:00:00,Saturday,2015,1,0,1,10,5,10,14,0,2,8.149099,0
2251.637583,2015-01-10 15:00:00,Saturday,2015,1,0,1,10,5,10,15,0,2,4.639099,0
2236.4205,2015-01-10 16:00:00,Saturday,2015,1,0,1,10,5,10,16,0,2,1.9390984,0
2195.115583,2015-01-10 17:00:00,Saturday,2015,1,0,1,10,5,10,17,0,2,0.31910133,0
2153.3565,2015-01-10 18:00:00,Saturday,2015,1,0,1,10,5,10,18,0,2,-0.9409027,0
2090.604167,2015-01-10 19:00:00,Saturday,2015,1,0,1,10,5,10,19,0,2,-1.7509003,0
2022.1265,2015-01-10 20:00:00,Saturday,2015,1,0,1,10,5,10,20,0,2,-2.6509018,0
1961.629667,2015-01-10 21:00:00,Saturday,2015,1,0,1,10,5,10,21,0,2,-3.3708992,0
1933.613417,2015-01-10 22:00:00,Saturday,2015,1,0,1,10,5,10,22,0,2,-3.7308998,1
1968.729417,2015-01-10 23:00:00,Saturday,2015,1,0,1,10,5,10,23,0,2,-3.5508995,1
2120.415833,2015-01-11 00:00:00,Sunday,2015,1,1,1,11,6,11,0,0,2,-3.1008987,1
2188.5135,2015-01-11 01:00:00,Sunday,2015,1,1,1,11,6,11,1,0,2,-3.280899,1
2168.6105,2015-01-11 02:00:00,Sunday,2015,1,1,1,11,6,11,2,0,2,-1.6609001,1
2147.439417,2015-01-11 03:00:00,Sunday,2015,1,1,1,11,6,11,3,0,2,5.2691,0
2077.500583,2015-01-11 04:00:00,Sunday,2015,1,1,1,11,6,11,4,0,2,12.9191,0
1996.776583,2015-01-11 05:00:00,Sunday,2015,1,1,1,11,6,11,5,0,2,17.059101,0
1907.199833,2015-01-11 06:00:00,Sunday,2015,1,1,1,11,6,11,6,0,2,19.1291,0
1843.699417,2015-01-11 07:00:00,Sunday,2015,1,1,1,11,6,11,7,0,2,20.299099,0
1806.152333,2015-01-11 08:00:00,Sunday,2015,1,1,1,11,6,11,8,0,2,21.0191,0
1762.983833,2015-01-11 09:00:00,Sunday,2015,1,1,1,11,6,11,9,0,2,20.9291,0
1761.215,2015-01-11 10:00:00,Sunday,2015,1,1,1,11,6,11,10,0,2,19.4891,0
1771.206083,2015-01-11 11:00:00,Sunday,2015,1,1,1,11,6,11,11,0,2,16.789099,0
1802.31,2015-01-11 12:00:00,Sunday,2015,1,1,1,11,6,11,12,0,2,12.649099,0
1858.565167,2015-01-11 13:00:00,Sunday,2015,1,1,1,11,6,11,13,0,2,9.049099,0
1889.091833,2015-01-11 14:00:00,Sunday,2015,1,1,1,11,6,11,14,0,2,6.6190987,0
1906.988833,2015-01-11 15:00:00,Sunday,2015,1,1,1,11,6,11,15,0,2,4.9090996,0
1949.734333,2015-01-11 16:00:00,Sunday,2015,1,1,1,11,6,11,16,0,2,3.2890987,0
1973.69675,2015-01-11 17:00:00,Sunday,2015,1,1,1,11,6,11,17,0,2,2.1191006,0
1972.021667,2015-01-11 18:00:00,Sunday,2015,1,1,1,11,6,11,18,0,2,1.6691017,0
1970.284833,2015-01-11 19:00:00,Sunday,2015,1,1,1,11,6,11,19,0,2,0.5890999,0
1946.878083,2015-01-11 20:00:00,Sunday,2015,1,1,1,11,6,11,20,0,2,-0.22089767,0
1939.941083,2015-01-11 21:00:00,Sunday,2015,1,1,1,11,6,11,21,0,2,-0.67089844,0
1973.459833,2015-01-11 22:00:00,Sunday,2015,1,1,1,11,6,11,22,0,2,-0.85089874,2
2011.072,2015-01-11 23:00:00,Sunday,2015,1,1,1,11,6,11,23,0,2,-0.040901184,3
2132.360583,2015-01-12 00:00:00,Monday,2015,1,0,1,12,0,12,0,0,3,0.49909973,3
2135.157,2015-01-12 01:00:00,Monday,2015,1,0,1,12,0,12,1,0,3,1.3990993,3
2098.889083,2015-01-12 02:00:00,Monday,2015,1,0,1,12,0,12,2,0,3,3.6490993,3
2050.562667,2015-01-12 03:00:00,Monday,2015,1,0,1,12,0,12,3,0,3,9.4091,3
1969.840083,2015-01-12 04:00:00,Monday,2015,1,0,1,12,0,12,4,0,3,16.2491,3
1855.911583,2015-01-12 05:00:00,Monday,2015,1,0,1,12,0,12,5,0,3,21.379099,2
1754.576083,2015-01-12 06:00:00,Monday,2015,1,0,1,12,0,12,6,0,3,23.719099,2
1707.465333,2015-01-12 07:00:00,Monday,2015,1,0,1,12,0,12,7,0,3,24.9791,2
